AD_HP数据：
('96e0b823-0c91-4a05-9c7e-3bae2383c510', 'ZBLF', '临汾/尧都')
('cf4b5ee0-532a-4111-91ff-7047bb5c34ad', 'bf783424-3d96-4029-aeb7-ec53a9cb7a80', 'ZSRZ')
('1e98f696-13ba-4b1d-9cfc-230f63455f45', 'bfb628f7-f7c5-4c23-8b5e-f694b83e094f', 'ZGHZ')
('0fdd1e9e-ba08-4274-b28f-cbba79e3b613', 'c001533a-7050-4a89-a1d9-7596b491a107', 'ZSAM')
('e4336619-28fb-4404-b54e-c7fdbe6a691f', 'c1c1c82e-a0bb-42c2-ac24-39a8c7ece4ed', 'ZUWL')
('94b89431-d949-46b9-a4f3-99db747dcf42', 'c2103f9e-d088-4ab0-afea-773a840f0a27', 'ZGCJ')
('150009de-8479-4d8e-9226-bdc6c6026675', 'c2fd8c51-213a-483a-8d95-75d00a7b1e28', 'ZSJN')
('98b59fcf-39f5-4575-b9cd-75dcb39f365d', 'c48a0f96-1f0a-483e-8318-165b66217280', 'ZHSN')
('bb8a6554-61be-4800-be3d-2025971efc8a', 'c5327936-1fd8-4043-b3ac-f93a89998ff1', 'ZSLO')
('8b3284a5-3596-49e7-b453-fd8687b1f6ad', 'c5c7b7b8-92bc-4be9-b392-a50715607a8a', 'ZSJJ')
('b717f3d1-3f7b-40bd-8909-0c3fc86dcf39', 'c6078304-a3ce-4975-aea7-6f0cf3f27d64', 'ZBTJ')
('22a10471-604c-419d-90f2-d0802e569fe5', 'c6078304-a3ce-4975-aea7-6f0cf3f27d64', 'ZBTJ')
('611867de-146a-46d9-99e7-5d48ed72b929', 'c643f861-9398-4f08-a777-434552176cd7', 'ZBYN')
('8f868df6-6467-4091-81c6-1c4b2f45fded', 'cbb60551-9db9-4708-9ef2-e3a647e47a55', 'ZYAS')
('75d2f185-de79-4b0c-b636-6b20398e6dc5', 'cbf1b2d5-6220-4d0d-9daa-e82676acd3b2', 'ZSWZ')
('d4b2d27e-32f5-401a-9ffd-7c8a828b89ae', 'cbf92553-1c7f-4fba-beae-040c329473fe', 'ZWTS')
('27451a78-4659-4741-980d-289be03d6936', 'cc25fbbe-c3b7-4bdf-9856-ca6d52319766', 'ZBAD')
('5d32408f-b349-40b4-90fe-bf93d3677267', 'cc25fbbe-c3b7-4bdf-9856-ca6d52319766', 'ZBAD')
('ff4a7deb-598d-40a3-8724-e40dbb5f45af', 'cc25fbbe-c3b7-4bdf-9856-ca6d52319766', 'ZBAD')
('5e91fd47-f9b7-4112-a9ea-ca417df20cb3', 'cc25fbbe-c3b7-4bdf-9856-ca6d52319766', 'ZBAD')
('6b32a68a-82fb-4dd8-ae02-ce0241db192e', 'cc930e86-6e99-432e-935d-41a9bbb8772e', 'ZUSN')
('3c59eef0-3925-4138-9fdc-a3f9c2193823', 'cdc954fc-6ca8-402b-9d5c-d9a1a99c8006', 'ZYYK')
('14ca1245-0a88-4329-a59d-d636a9a0d0aa', 'ced90b6d-8d84-48fe-9b74-27d65de3d1db', 'ZGZJ')
('43228421-d7e8-442e-9e04-b48d941a2ce5', 'd068d657-4592-4fb1-9783-ecc48d00f2b2', 'ZUPS')
('2ee1d198-88b9-4e6e-8946-e3a322810204', 'd4919565-6567-4f55-829d-b0ab3aff24c3', 'ZLGL')
('e1b9286c-2e2a-4a58-a546-9f0bb7c3ed51', 'd6f9c650-c24a-444c-8cd9-93919de09313', '')
('49584ae0-5529-4ae8-94c6-8009c09540df', 'd756d9f5-79db-427b-9a53-3bea83bb6f49', 'ZGZH')
('716d9316-6ee9-4621-9833-863f482b119e', 'd9755fff-300d-4015-9010-c0b20ae04234', 'ZSYT')
('4dd1bf36-79e3-41d7-96c8-ca8fbe869a29', 'd9b1b2cf-e2fb-42d3-b9b0-8189d62050fd', 'ZPJM')
('a573335f-c43f-4993-abe8-a5ec64e4c8be', 'da14090e-0d0b-4f4f-b564-41b2079d88ba', 'ZULZ')
('ba7aeb07-5a45-43b6-b5e8-1f0f3a6feb53', 'db0f2453-a39f-478a-8c8f-680a262a9104', 'ZUWX')
('9ca2d7dd-fbd3-4d74-8563-bca7799c6bf9', 'db3658e9-ed96-4140-8e7f-8c06e68840c1', 'ZUBZ')
('a4f62214-2474-412c-ac42-c5c21b45fadf', 'dc05bdbe-6d46-4e3e-a6e9-8616d5269893', 'ZUGY')
('b8b52869-3b07-4ef1-b4b9-6c8cca9e6ad0', 'dc05bdbe-6d46-4e3e-a6e9-8616d5269893', 'ZUGY')
('d1b1ca80-8c0c-48f0-bc34-dfb4bcfb8acd', 'dc1ae658-915a-4c9a-b66c-16db43143d4b', 'ZBZJ')
('e2465b12-0eee-4c28-b38b-0c4c87eee8f2', 'dc8453ac-1e6a-4df1-adc2-bc45dc320b0f', 'ZSCN')
('eedd3710-509b-4192-aaf2-e8c48a36c453', 'dd6eb73a-7bae-4d0e-b4bb-941af6f06d8b', 'ZUKJ')
('031684a3-21e3-43a3-8043-c9443156d234', 'ddf551e3-e32a-4f6c-b87e-90044a74a47a', 'ZBDH')
('d126cc7b-f033-47bb-be89-f366b1dcbe67', 'e07aff01-d0fb-4aa9-aaa4-714c7498eeee', 'ZBAL')
('d3a89776-9d7b-43be-be78-a97698b877b8', 'e1afb43d-2eca-4708-a994-9b9d8a0d8020', 'ZWKM')
('7106c660-650e-4ea5-b2eb-83ec0cbceff4', 'e1ceea37-1a16-49a9-9940-5ef7f6eed05c', 'ZBES')
('7e3a6e9d-1fb7-4b84-b27f-b01ac0cd6de4', 'e2a96206-2289-4316-bbe4-bbcd82dcb2b4', 'ZSLQ')
('b17be8fb-a7f4-4fd4-a5c2-6815ea11ca75', 'e2e66da7-dfa5-46e4-92ba-9f723e467e3d', 'ZYJX')
('515d0868-e519-4405-a127-6d839c118d71', 'e3430c20-be2c-4e7a-a5dc-7308bd090baa', 'ZHEC')
('a52507e6-7624-45be-9eab-204180710313', 'e3430c20-be2c-4e7a-a5dc-7308bd090baa', 'ZHEC')
('d601e811-3afb-48f5-b714-dffa28bfdfbc', 'e35b3486-8392-4810-b35d-52c0b4691c56', 'ZYCH')
('9b336bda-ede2-47aa-add1-d640bcc8afd1', 'e3680d29-0bf5-420a-9e3a-a7c2b5ffd053', 'ZSTX')
('2a8d4657-9488-406c-97e2-a05e4096a856', 'e3ccfce9-9d19-48ae-8f93-f68d3f5c06cc', 'ZGCZ')
('4dfe37ac-8055-4be9-958e-927a2b452eee', 'e3f70cc4-cbb7-4d6d-91c2-92111543a48f', 'ZBAR')
('dc1747a0-6f74-418f-912f-1a89ec6cba99', 'e838afba-3a59-4418-beed-193695bf206a', 'ZGHA')
('86526a1f-c5dc-4d6f-bd63-46203b706333', 'e838afba-3a59-4418-beed-193695bf206a', 'ZGHA')
('909b2008-fc21-4ef8-955e-b7cf757d05ae', 'e8dffc32-b54b-4d0a-8d7d-191ff7d35e29', 'ZSSH')
('f7fc8ff5-b9ba-4ce8-8aaf-77123c2e1074', 'e972e3a9-02cb-4391-b6e1-f6159fc4234b', 'ZUNC')
('9af85cca-5f38-4291-bd50-81fa8be718b6', 'e977bb47-3bb4-49a5-a6f6-cf485576e4a9', 'ZUDX')
('2520fb71-2b4c-401f-87a5-a4112e49d54a', 'ed491b05-e21e-4158-9fc5-085c1137c5f7', 'ZBDS')
('cab2178e-8b4a-448d-bfb1-aab51d36d380', 'ee9c1a59-3a36-4e2c-abf8-9dbd5bb8211e', 'ZBHH')
('e34aa60f-5dc2-4d6d-80f3-df89bf77c072', 'ef93b2cf-7404-408e-9cd9-95f837ba02fc', 'ZSGS')
('d569dac9-d0f4-4315-b1bf-a79a461c1521', 'efa86232-5722-473d-a941-eab771b9edcf', 'ZGKL')
('134bf9bf-cd7e-4fdf-a23f-fa6b1ba3603e', 'f025ba85-2943-4c58-be40-cb9a5c9586b9', 'ZSAQ')
('3771be02-e438-407a-a25d-0b2a888e284b', 'f1bf025a-ccfd-4c12-a65f-2fafd9720ed0', 'ZUKD')
('fd187828-bf2a-426a-91a7-681602ce4486', 'f2cebe84-3c5c-4227-8745-7a118a680bb6', 'ZYCY')
('3b6597ae-4931-40a8-b6c3-9e877ceb727e', 'f31f9b1b-5103-4a3f-bf28-4a85b1f4cc5c', 'ZSWF')
('6820a2db-e914-4578-b2d0-051bec7c9bb6', 'f3c81982-797c-42d9-93cc-039bf9c54bfb', 'ZLGM')
('9ef34943-da62-40c5-b11a-fc455ac55e54', 'f43887fe-e2fe-42e7-8c51-c0529f6b649e', 'ZGGG')
('8fd99281-b5bb-403d-b7de-495dd5e5c74f', 'f43887fe-e2fe-42e7-8c51-c0529f6b649e', 'ZGGG')
('e7be4bfb-fb55-4ad3-a13d-e6ae44e8ba53', 'f43887fe-e2fe-42e7-8c51-c0529f6b649e', 'ZGGG')
('68695295-bfc4-4ee1-9f1f-958de03021da', 'f52f970a-0b0c-4b47-b5b1-96eadc43d6a2', 'ZBUL')
('fce97cc3-53dc-4489-a700-ed59f1492f10', 'f6308f99-2d39-44af-973b-ac11497c2d32', 'ZPCW')
('58e8fc4c-091d-4b69-a7da-9c6b70048075', 'f77b9b33-f7a7-4dcc-b576-6d996bc5b2f3', 'ZSJG')
('d0c7c206-cbad-4b02-ad2a-fdfbf66167d1', 'fa5989e5-3b60-497b-803f-b75b4ca64e6b', 'ZLYL')
('5563092d-9cd3-4e1e-9fe1-671660e0f554', 'fb9b1024-8608-461f-9765-1a316816a6d9', 'ZGYL')
('eb6ffedf-43a8-4d0e-ab9f-5bfb3d2f9e12', 'ff775598-94b8-47a5-a5da-03ea3880adbc', 'ZYDD')
('d565efd6-a67a-4753-af94-1d1ed9aac422', 'ffb8c033-9e09-4de8-9b42-2c1d3681ce69', 'ZGUH')

RWY_DIRECTION数据：
('004d6934-fa2c-41bc-bb3b-8cf76daf547f', '17R', '169', 'N471421.87', 'E1235358.83')
('004d6934-fa2c-41bc-bb3b-8cf76daf547f', '35L', '349', 'N471252.14', 'E1235453.47')
('00a453f6-fb37-48a0-918c-3078561ab552', '09', '088', 'N334719.63', 'E1054625.50')
('00a453f6-fb37-48a0-918c-3078561ab552', '27', '268', 'N334727.55', 'E1054813.91')
('00a6fe04-ce4c-4188-92fa-3ef65216d160', '14', '137', 'N400415.9969', 'E1132759.3255')
('00a6fe04-ce4c-4188-92fa-3ef65216d160', '32', '317', 'N400311.339', 'E1132933.8986')
('02fa0d91-f3f9-4390-860d-84e3dcebaf86', '11L', '114', 'N384847.79', 'E1003842.40')
('02fa0d91-f3f9-4390-860d-84e3dcebaf86', '29R', '294', 'N384809.82', 'E1004036.85')
('031684a3-21e3-43a3-8043-c9443156d234', '08', '082', 'N393947.09', 'E1190249.06')
('031684a3-21e3-43a3-8043-c9443156d234', '26', '262', 'N394011.05', 'E1190433.64')
('0669b39f-5e0e-476a-ad35-66651acbaa5e', '17R', '168', 'N310917.31543', 'E1214659.96317')
('0669b39f-5e0e-476a-ad35-66651acbaa5e', '35L', '348', 'N310732.32106', 'E1214739.63131')
('06810512-5b99-4737-b53d-ea3e8e3a6e37', '08', '081', 'N364824.68', 'E0814555.72')
('06810512-5b99-4737-b53d-ea3e8e3a6e37', '26', '261', 'N364837.33', 'E0814803.84')
('06e0ca73-8dd1-4f58-a716-79c01536e8e9', '02', '020', 'N302457.48', 'E1035033.38')
('06e0ca73-8dd1-4f58-a716-79c01536e8e9', '20', '200', 'N302534.85', 'E1035046.15')
('075b253d-417e-4e9d-81ed-05c62fd8e4f2', '17', '171', 'N361651.14', 'E1202211.23')
('075b253d-417e-4e9d-81ed-05c62fd8e4f2', '35', '351', 'N361504.29', 'E1202245.20')
('086a1e2e-c11c-44cc-88b3-1c387c7f5784', '14', '000', '', '')
('086a1e2e-c11c-44cc-88b3-1c387c7f5784', '32', '000', '', '')
('08c258ee-9e00-4a2b-adf9-53b5e6a022a3', '10', '101', 'N394306.8', 'E1175913.6')
('08c258ee-9e00-4a2b-adf9-53b5e6a022a3', '28', '281', 'N394301.2', 'E1180106.8')
('099b8218-26be-4d09-835d-d5117c0c74a4', '08', '083', 'N181803.06', 'E1092346.82')
('099b8218-26be-4d09-835d-d5117c0c74a4', '26', '263', 'N181818.00', 'E1092541.54')
('09f629c1-e3b4-4e5b-9c0d-a81cdfdb0050', '12', '117', 'N493413.62', 'E1171840.30')
('09f629c1-e3b4-4e5b-9c0d-a81cdfdb0050', '30', '297', 'N493346.82', 'E1172053.09')
('0a1bddde-7e3c-4b48-ae2c-fe639347c033', '11', '110', 'N425043.81', 'E0933917.39')
('0a1bddde-7e3c-4b48-ae2c-fe639347c033', '29', '290', 'N425010.77', 'E0934112.18')
('0aa28ef2-996a-42e5-b650-f1a6ef84b2f6', '13', '125', '', '')
('0aa28ef2-996a-42e5-b650-f1a6ef84b2f6', '31', '305', '', '')
('0b8b254a-1479-4653-ba18-59161cc50546', '03', '025', 'N312901.82', 'E1202529.10')
('0b8b254a-1479-4653-ba18-59161cc50546', '21', '205', 'N313039.31', 'E1202611.03')
('0c41b1ce-8f54-45b2-bab7-13fdc34a1960', '08', '083', 'N350649.37', 'E1110055.22')
('0c41b1ce-8f54-45b2-bab7-13fdc34a1960', '26', '263', 'N350709.58', 'E1110251.11')
('0dabbcb4-9f97-4df8-8e2e-42da67a484ea', '18R', '183', 'N311247.02', 'E1211953.96')
('0dabbcb4-9f97-4df8-8e2e-42da67a484ea', '36L', '003', 'N311059.93', 'E1211959.77')
('0ec91de5-01a6-4aa4-b30f-403cf8fe1544', '06', '056', 'N310546.01', 'E1183919.90')
('0ec91de5-01a6-4aa4-b30f-403cf8fe1544', '24', '236', 'N310644.34', 'E1184040.94')
('0fca0fa3-5f94-4a0e-b01d-4aaea94f2508', '10', '096', 'N445351.36', 'E0821702.01')
('0fca0fa3-5f94-4a0e-b01d-4aaea94f2508', '28', '276', 'N445336.13', 'E0821858.55')
('0fdd1e9e-ba08-4274-b28f-cbba79e3b613', '05', '055', 'N243204.9', 'E1180651.93')
('0fdd1e9e-ba08-4274-b28f-cbba79e3b613', '23', '235', 'N243312.96', 'E1180827.15')
('10285451-d18e-41ee-a400-c65f3287fccb', '04', '045', 'N275239.59183', 'E1091809.05145')
('10285451-d18e-41ee-a400-c65f3287fccb', '22', '225', 'N275341.70292', 'E1091913.46034')
('12653808-40d4-408c-91f6-06df14247ebd', '07', '066', 'N452957.00', 'E1230022.97')
('12653808-40d4-408c-91f6-06df14247ebd', '25', '246', 'N453041.19', 'E1230159.47')
('134bf9bf-cd7e-4fdf-a23f-fa6b1ba3603e', '06', '065', 'N303434.7', 'E1170215.6')
('134bf9bf-cd7e-4fdf-a23f-fa6b1ba3603e', '24', '245', 'N303518.5', 'E1170347.7')
('14307eec-d300-40e8-925a-ce9bc9ac8ab8', '17L', '169', 'N471502.05', 'E1235441.76')
('14307eec-d300-40e8-925a-ce9bc9ac8ab8', '35R', '349', 'N471344.30', 'E1235529.11')
('147d0066-4253-42e2-9972-646d4095bb49', '04', '042', 'N264247.06', 'E1123635.45')
('147d0066-4253-42e2-9972-646d4095bb49', '22', '222', 'N264352.73', 'E1123734.62')
('14ca1245-0a88-4329-a59d-d636a9a0d0aa', '15', '152', 'N212946.32', 'E1103509.62')
('14ca1245-0a88-4329-a59d-d636a9a0d0aa', '33', '332', 'N212816.35', 'E1103605.45')
('150009de-8479-4d8e-9226-bdc6c6026675', '01', '006', 'N365027.89', 'E1171257.56')
('150009de-8479-4d8e-9226-bdc6c6026675', '19', '186', 'N365224.68', 'E1171257.56')
('178a63e9-656f-4dd5-9379-72e19424e32e', '03', '026', 'N371033.03', 'E1221327.51')
('178a63e9-656f-4dd5-9379-72e19424e32e', '21', '206', 'N371153.03', 'E1221400.94')
('180920c2-6ed3-4183-83e4-beaaf23a8a8b', '12', '119', 'N420111', 'E1005923')
('180920c2-6ed3-4183-83e4-beaaf23a8a8b', '30', '299', 'N420040', 'E1010040')
('1a11d4df-753e-405e-92ff-07076a1d9ce8', '18', '184', 'N320522.04', 'E1205846.38')
('1a11d4df-753e-405e-92ff-07076a1d9ce8', '36', '004', 'N320331.70', 'E1205850.11')
('1c3dceb0-f124-4cd6-9e58-1c10db098fcf', '02', '015', 'N285427.06', 'E1113811.93')
('1c3dceb0-f124-4cd6-9e58-1c10db098fcf', '20', '195', 'N285549.31', 'E1113833.73')
('1dd4edb9-361b-4634-ba31-ef91c8abacbf', '05', '049', 'N453644.73', 'E1261414.25')
('1dd4edb9-361b-4634-ba31-ef91c8abacbf', '23', '229', 'N453804.38', 'E1261547.61')
('1e1f32e7-d8e2-458b-b6bd-6811e2a6a1f8', '06', '064', 'N282227.26', 'E1175713.34')
('1e1f32e7-d8e2-458b-b6bd-6811e2a6a1f8', '24', '244', 'N282306.54', 'E1175829.49')
('1e98f696-13ba-4b1d-9cfc-230f63455f45', '09', '090', 'N230253.26', 'E1143518.97')
('1e98f696-13ba-4b1d-9cfc-230f63455f45', '27', '270', 'N230256.47', 'E1143643.24')
('1fbe1bef-8cba-4017-a7f5-ecf15b76d2ac', '02', '023', 'N310215.25946', 'E1072553.17811')
('1fbe1bef-8cba-4017-a7f5-ecf15b76d2ac', '20', '203', 'N310334.62065', 'E1072626.60551')
('21364622-f538-420a-b928-a084adce8ea1', '04', '043', 'N413622.60', 'E0860746.68')
('21364622-f538-420a-b928-a084adce8ea1', '22', '223', 'N413726.16', 'E0860913.01')
('214c012d-48a1-478c-85e2-ef4fffc9873a', '08', '081', 'N322318.18', 'E1054054.81')
('214c012d-48a1-478c-85e2-ef4fffc9873a', '26', '261', 'N322333.25', 'E1054228.71')
('22a10471-604c-419d-90f2-d0802e569fe5', '16R', '161', 'N390826.21', 'E1172010.32')
('22a10471-604c-419d-90f2-d0802e569fe5', '34L', '341', 'N390640.8903', 'E1172114.94')
('2520fb71-2b4c-401f-87a5-a4112e49d54a', '13', '128', 'N393004.8', 'E1095039.34')
('2520fb71-2b4c-401f-87a5-a4112e49d54a', '31', '308', 'N392908.64', 'E1095231.92')
('259cdd65-ba8b-4eaa-aef5-3b0347326f54', '04', '044', 'N232339.53', 'E1110527.42')
('259cdd65-ba8b-4eaa-aef5-3b0347326f54', '22', '224', 'N232443.27', 'E1110627.54')
('25eb245a-d4b9-4dc5-b188-25f352b628cc', '18', '181', 'N502252.72', 'E1240653.60')
('25eb245a-d4b9-4dc5-b188-25f352b628cc', '36', '001', 'N502139.37', 'E1240713.42')
('2630a7e2-c777-4029-962b-a66d925d41ea', '05', '046', 'N164930.17', 'E1122010.19')
('2630a7e2-c777-4029-962b-a66d925d41ea', '23', '226', 'N165032.28', 'E1122114.67')
('27315c70-e5b7-452d-b54d-b08aa3c16244', '08', '080', 'N344418.79', 'E1122228.58')
('27315c70-e5b7-452d-b54d-b08aa3c16244', '26', '260', 'N344438.43', 'E1122403.94')
('27451a78-4659-4741-980d-289be03d6936', '01L', '359', 'N392816.78', 'E1162552.76')
('27451a78-4659-4741-980d-289be03d6936', '19R', '179', 'N393006.22', 'E1162535.54')
('2a0dac94-d94e-459b-a3f8-f784b77e4330', '01', '006', 'N301651.68', 'E1122652.48')
('2a0dac94-d94e-459b-a3f8-f784b77e4330', '19', '186', 'N301816.06', 'E1122655.83')
('2a8d4657-9488-406c-97e2-a05e4096a856', '07', '073', 'N254457.85', 'E1125000.0')
('2a8d4657-9488-406c-97e2-a05e4096a856', '25', '253', 'N254527.44', 'E1125127.39')
('2bc00b87-c9da-4702-bbae-bad1b79fba24', '11', '109', 'N285142.57', 'E1043050.27')
('2bc00b87-c9da-4702-bbae-bad1b79fba24', '29', '289', 'N285117.49', 'E1043221.86')
('2c5c86b7-b809-41cd-a6d5-6bb2fa467813', '15', '149', 'N381522.33', 'E0770256.83')
('2c5c86b7-b809-41cd-a6d5-6bb2fa467813', '33', '329', 'N381355.65', 'E0770352.83')
('2e16d597-ef3c-47f6-81ae-ff745038fc04', '01', '012', 'N394653.39', 'E1064748.29')
('2e16d597-ef3c-47f6-81ae-ff745038fc04', '19', '192', 'N394816.78', 'E1064804.25')
('2e1f07fd-9f9a-414b-848b-f8bbeec64361', '15', '153', 'N374037.61', 'E0751649.55')
('2e1f07fd-9f9a-414b-848b-f8bbeec64361', '33', '333', 'N373844.21', 'E0751750.10')
('2eb76605-4a31-4593-b71f-72be531084a8', '15', '153', 'N190914.40', 'E1102642.80')
('2eb76605-4a31-4593-b71f-72be531084a8', '33', '333', 'N190744.06', 'E1102737.17')
('2ee1d198-88b9-4e6e-8946-e3a322810204', '12', '122', 'N342538.04', 'E1001657.69')
('2ee1d198-88b9-4e6e-8946-e3a322810204', '30', '302', 'N342435.05', 'E1001905.53')
('2f326115-0d68-45aa-abf8-b8e22c290d85', '01', '025', 'N301725.48', 'E1042503.05')
('2f326115-0d68-45aa-abf8-b8e22c290d85', '19', '205', 'N301925.75', 'E1042559.57')
('2f47e118-141d-4fc7-8840-d159aa30eef4', '06', '058', 'N285734.96', 'E1185318.39')
('2f47e118-141d-4fc7-8840-d159aa30eef4', '24', '238', 'N285824.03', 'E1185436.58')
('302baf12-bb71-4426-b8c3-0253575db627', '04', '038', 'N405535.3', 'E1211610.1')
('302baf12-bb71-4426-b8c3-0253575db627', '22', '218', 'N405644.8', 'E1211705.2')
('30562f9a-9f68-4fe7-a3dd-ef4ef1d1afab', '06', '059', 'N465009.64', 'E1302711.81')
('30562f9a-9f68-4fe7-a3dd-ef4ef1d1afab', '24', '239', 'N465103.74', 'E1302839.60')
('307c7b31-55ce-4aba-9d5f-1822f107fc78', '15', '154', 'N320006.2', 'E1165803.1')
('307c7b31-55ce-4aba-9d5f-1822f107fc78', '33', '334', 'N315830.6', 'E1165907.9')
('308d8ea4-227c-4374-97e2-9403fdef7ed0', '01', '013', 'N250229.19', 'E0990954.37')
('308d8ea4-227c-4374-97e2-9403fdef7ed0', '19', '193', 'N250345.44', 'E0991012.37')
('32f07767-7715-43af-87f4-0cd10d8f0c4f', '08', '084', 'N400937.46', 'E0944733.68')
('32f07767-7715-43af-87f4-0cd10d8f0c4f', '26', '264', 'N400948.69', 'E0944956.50')
('33cf107c-d543-4738-9950-0dcf17202030', '04', '000', '', '')
('33cf107c-d543-4738-9950-0dcf17202030', '22', '000', '', '')
('35c36b5c-8e1f-4da4-8802-99f7259fae9b', '18', '184', 'N274925.61', 'E1071447.91')
('35c36b5c-8e1f-4da4-8802-99f7259fae9b', '36', '004', 'N274754.76', 'E1071443.2')
('35e633f3-e029-4cd2-92c5-3a736327e3df', '14', '144', 'N312618.65', 'E1044355.41')
('35e633f3-e029-4cd2-92c5-3a736327e3df', '32', '324', 'N312517.10', 'E1044451.15')
('35f3777e-1083-4568-b9a2-d551d0854d9d', '16', '164', 'N323248.84', 'E1022047.00')
('35f3777e-1083-4568-b9a2-d551d0854d9d', '34', '344', 'N323057.15', 'E1022127.31')
('366d2b8e-271c-4bb2-8cb4-11ae3f44266e', '03', '027', 'N293017.94', 'E1084935.09')
('366d2b8e-271c-4bb2-8cb4-11ae3f44266e', '21', '207', 'N293128.33', 'E1085013.33')
('3769bd11-94e3-4350-8dcc-9a264fd39134', '11', '111', 'N363209.24', 'E1020110.01')
('3769bd11-94e3-4350-8dcc-9a264fd39134', '29', '291', 'N363129.13', 'E1020334.39')
('3771be02-e438-407a-a25d-0b2a888e284b', '15', '151', 'N300930.77', 'E1014340.92')
('3771be02-e438-407a-a25d-0b2a888e284b', '33', '331', 'N300739.08', 'E1014457.05')
('37db00bd-ce31-4c76-888d-c8044ff05b9e', '01', '011', 'N361412.83', 'E1130727.43')
('37db00bd-ce31-4c76-888d-c8044ff05b9e', '19', '191', 'N361531.30', 'E1130740.28')
('3b6597ae-4931-40a8-b6c3-9e877ceb727e', '17', '170', 'N363928.90', 'E1190652.81')
('3b6597ae-4931-40a8-b6c3-9e877ceb727e', '35', '350', 'N363808.68', 'E1190721.69')
('3b91188a-647c-4a85-8f3f-b00e62e468f2', '06', '056', 'N274745.9', 'E1141747.3')
('3b91188a-647c-4a85-8f3f-b00e62e468f2', '24', '236', 'N274831.8', 'E1141858.2')
('3c59eef0-3925-4138-9fdc-a3f9c2193823', '04', '037', 'N403157.2', 'E1222105.1')
('3c59eef0-3925-4138-9fdc-a3f9c2193823', '22', '217', 'N403308.1', 'E1222156.6')
('3f551c16-4d57-41d6-bc2c-f6368c45a1b4', '08', '082', 'N482614.66', 'E1260646.6')
('3f551c16-4d57-41d6-bc2c-f6368c45a1b4', '26', '262', 'N482641.62', 'E1260841.29')
('3f6d0e67-14fd-40b3-8e83-ee41c0a8daca', '01', '006', 'N350217.65', 'E1182442.73')
('3f6d0e67-14fd-40b3-8e83-ee41c0a8daca', '19', '186', 'N350401.49', 'E1182442.73')
('3f75576f-7e8b-465c-a161-8e6fa1b1e73c', '16', '161', 'N274827.18', 'E0994018.04')
('3f75576f-7e8b-465c-a161-8e6fa1b1e73c', '34', '341', 'N274637.37', 'E0994103.11')
('411e1d89-229b-47da-a348-baaf2fac861c', '10', '105', 'N344920.4375', 'E1023618.0365')
('411e1d89-229b-47da-a348-baaf2fac861c', '28', '285', 'N344856.5973', 'E1023820.5197')
('416d5c95-be05-48ce-ba10-2b2b217c43ad', '11', '113', 'N405551.48', 'E1074329.95')
('416d5c95-be05-48ce-ba10-2b2b217c43ad', '29', '293', 'N405522.41', 'E1074514.24')
('41bdbfd3-5538-48da-b4f1-cc453f2be77f', '03', '032', 'N252632.46178', 'E1075723.37898')
('41bdbfd3-5538-48da-b4f1-cc453f2be77f', '21', '212', 'N252735.53875', 'E1075805.74387')
('4302682d-b17c-43f0-bcf1-67ed3c4b8a8a', '18', '176', '', '')
('4302682d-b17c-43f0-bcf1-67ed3c4b8a8a', '36', '356', '', '')
('43228421-d7e8-442e-9e04-b48d941a2ce5', '05', '052', 'N263602.43', 'E1045803.42')
('43228421-d7e8-442e-9e04-b48d941a2ce5', '23', '232', 'N263700.9', 'E1045920.92')
('43548b43-822b-4aaa-ae31-82812bab96ba', '09', '090', 'N283618.10', 'E0864628.46')
('43548b43-822b-4aaa-ae31-82812bab96ba', '27', '270', 'N283616.90', 'E0864913.97')
('435754a3-3f0b-44b8-9676-038eb1419fe4', '15', '155', 'N223910.68', 'E1134811.33')
('435754a3-3f0b-44b8-9676-038eb1419fe4', '33', '335', 'N223732.16', 'E1134905.31')
('4790e556-557e-4e22-87a4-e884765934e3', '14', '137', 'N395208.71', 'E0981934.52')
('4790e556-557e-4e22-87a4-e884765934e3', '32', '317', 'N395058.03', 'E0982101.19')
('49584ae0-5529-4ae8-94c6-8009c09540df', '16', '156', 'N241305.38', 'E1092310.17')
('49584ae0-5529-4ae8-94c6-8009c09540df', '34', '336', 'N241150.52', 'E1092348.12')
('4b2c15e3-616c-4686-9f16-71f30312e60c', '11', '108', 'N370236.29', 'E0795048.89')
('4b2c15e3-616c-4686-9f16-71f30312e60c', '29', '288', 'N370200.47', 'E0795250.41')
('4c26adb4-b474-4781-8ed9-53c642a31d90', '04', '043', 'N381329.11', 'E0852711.09')
('4c26adb4-b474-4781-8ed9-53c642a31d90', '22', '223', 'N381433.31', 'E0852832.48')
('4d525c15-26b0-48a0-8c74-a434933d5f0d', '16', '158', 'N250546.20', 'E1045718.33')
('4d525c15-26b0-48a0-8c74-a434933d5f0d', '34', '338', 'N250422.25', 'E1045756.83')
('4dbbc7b4-92c2-4d5c-9ea6-094ee52a29b6', '03', '032', 'N381825.49', 'E1062255.81')
('4dbbc7b4-92c2-4d5c-9ea6-094ee52a29b6', '21', '212', 'N382007.23', 'E1062408.68')
('4dd1bf36-79e3-41d7-96c8-ca8fbe869a29', '12', '120', 'N222524.46', 'E0994624.02')
('4dd1bf36-79e3-41d7-96c8-ca8fbe869a29', '30', '300', 'N222442.45', 'E0994742.89')
